player,ip,h,r,er,bb,k,hr,pc_st,era
B. Brown,3.2,9,6,6,1,5,0,80-52,6.04
D. Pomeranz,1.1,0,0,0,0,0,0,14-9,0.00
E. Roberts,2.0,3,4,4,1,1,1,33-22,5.40
D. Palencia,1.0,0,0,0,1,1,0,19-9,2.35
B. Keller,1.0,0,0,0,0,2,0,9-7,5.56
