player,ip,h,r,er,bb,k,hr,pc_st,era
L. Roupp,4.1,7,4,4,3,4,1,92-56,5.10
S. Bivens,1.2,3,1,1,0,1,0,24-17,2.63
C. Doval,1.0,0,0,0,0,0,0,13-8,1.93
T. Rogers,1.0,0,0,0,1,1,0,14-7,0.59
