player,ip,h,r,er,bb,k,hr,pc_st,era
M. Keller,6.0,5,1,1,1,4,0,86-58,1.50
C. Ferguson,1.0,0,0,0,1,1,0,13-7,0.00
R. Borucki,1.0,1,0,0,0,1,0,11-7,0.00
D. Bednar,1.0,1,2,2,1,1,1,18-11,27.00
