player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Beck,3,2,2,2,2,2,1,.282,.391,.718
S. Bouchard,3,1,1,0,0,0,0,.214,.313,.333
O. Miller,2,0,1,0,0,0,0,.500,.500,.500
R. McMahon,5,0,0,0,0,0,1,.167,.283,.267
H. Goodman,3,3,2,0,0,2,0,.253,.352,.468
J. Stallings,4,1,1,0,0,1,2,.200,.319,.275
M. Moniak,4,0,0,0,0,1,1,.203,.282,.469
M. Toglia,5,0,3,3,0,0,1,.207,.247,.287
A. Amador,1,0,0,1,0,1,1,.125,.222,.167
B. Doyle,1,0,0,1,0,0,0,.295,.353,.492
A. Schunk,3,0,0,0,0,0,0,.250,.250,.300
K. Farmer,1,0,0,0,0,0,0,.264,.299,.389
