player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,2,2,1,0,0,3,0,.299,.411,.620
M. Betts,3,1,0,1,0,2,1,.258,.351,.422
F. Freeman,4,1,3,4,0,0,0,.362,.435,.713
C. Taylor,1,0,0,0,0,0,1,.208,.208,.250
A. Pages,5,1,2,1,0,0,1,.279,.343,.484
M. Muncy,5,1,1,0,0,0,2,.177,.304,.274
M. Conforto,2,0,0,0,0,0,1,.139,.279,.231
M. Rojas,0,0,0,0,0,0,0,.250,.264,.346
J. Outman,2,2,1,3,1,1,1,.200,.429,.800
E. Hernández,5,1,2,0,0,0,1,.194,.253,.417
H. Kim,4,1,2,1,0,0,0,.417,.417,.417
A. Barnes,4,0,0,0,0,0,3,.225,.244,.300
