player,ip,h,r,er,bb,k,hr,pc_st,era
Y. Kikuchi,6.0,5,3,3,0,5,1,87-58,4.50
R. Johnson,1.2,4,5,5,1,1,2,35-20,27.00
N. Lopez,0.1,0,0,0,1,0,0,8-3,0.00
