player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Doyle,3,0,0,0,0,1,1,.244,.296,.422
J. Beck,4,0,1,0,0,0,2,.266,.342,.578
H. Goodman,4,0,1,0,0,0,0,.267,.347,.457
R. McMahon,3,0,0,0,0,0,0,.148,.273,.259
M. Toglia,3,0,0,0,0,0,2,.205,.244,.330
S. Bouchard,3,0,0,0,0,0,1,.173,.259,.269
J. Stallings,2,0,0,0,0,0,2,.176,.276,.235
N. Martini,1,0,1,0,0,0,0,.242,.329,.274
J. Mejia,0,0,0,0,0,0,0,.000,.000,.000
O. Miller,1,0,0,0,0,1,0,.200,.429,.200
M. Moniak,1,0,0,0,0,0,0,.200,.273,.413
A. Amador,0,0,0,0,0,0,0,.200,.263,.371
A. Trejo,3,0,0,0,0,0,1,.211,.211,.316
