player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,0,2,1,0,0,1,.232,.280,.394
W. Adames,4,0,1,0,0,1,0,.196,.269,.268
J. Lee,4,1,0,0,0,1,1,.315,.374,.573
M. Chapman,3,0,1,0,0,0,0,.235,.398,.432
C. Koss,0,0,0,0,0,0,0,.143,.250,.143
W. Flores,3,0,3,1,0,1,0,.247,.304,.494
L. Wade Jr.,0,0,0,0,0,0,0,.103,.232,.241
L. Matos,4,0,0,0,0,0,1,.147,.171,.265
D. Villar,3,2,1,0,0,1,0,.286,.375,.429
P. Bailey,3,0,1,0,0,0,0,.177,.235,.274
S. Huff,1,0,1,0,0,0,0,.227,.320,.364
T. Fitzgerald,4,0,1,1,0,0,1,.314,.360,.486
