player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,4,1,2,0,0,2,0,.294,.417,.404
J. Polanco,5,1,1,1,0,0,0,.369,.407,.750
J. Rodriguez,4,0,0,0,0,1,0,.206,.308,.375
C. Raleigh,3,2,0,0,0,2,2,.240,.359,.574
R. Tellez,4,1,2,1,0,0,1,.211,.269,.423
S. Taylor,0,0,0,0,0,0,0,.125,.125,.125
D. Solano,1,0,0,0,0,0,0,.137,.151,.157
M. Mastrobuoni,4,0,1,2,0,0,2,.220,.309,.237
B. Williamson,5,0,2,2,0,0,2,.254,.286,.343
L. Rivas,4,0,0,0,0,1,2,.341,.471,.366
R. Thomas,3,1,0,0,0,1,0,.125,.200,.250
M. Garver,1,0,0,0,0,0,0,.231,.394,.308
C. Legumina,0,0,0,0,0,0,0,.000,.000,.000
