player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,0,2,3,0,0,1,.288,.353,.485
W. Flores,5,1,2,0,0,0,1,.255,.309,.405
J. Lee,5,1,1,2,1,0,0,.286,.330,.482
M. Chapman,5,1,2,0,0,0,1,.219,.349,.413
W. Adames,4,1,1,0,0,1,2,.225,.306,.370
L. Matos,3,1,0,0,0,1,1,.167,.219,.350
P. Bailey,0,0,0,0,0,1,0,.179,.228,.250
S. Huff,3,1,1,0,0,0,2,.200,.250,.300
M. Yastrzemski,2,0,0,0,0,0,2,.279,.380,.456
D. Villar,2,1,1,0,0,2,1,.250,.429,.313
L. Wade Jr.,0,0,0,1,0,1,0,.157,.258,.252
C. Koss,4,0,1,1,0,1,1,.241,.302,.293
