player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. India,4,0,1,0,0,0,1,.237,.338,.319
D. Waters,1,1,0,0,0,0,0,.282,.330,.412
B. Witt Jr.,3,0,0,0,0,2,2,.318,.392,.519
V. Pasquantino,5,0,1,1,0,0,2,.216,.267,.379
S. Perez,5,0,1,0,0,0,2,.239,.283,.373
M. Garcia,4,0,0,0,0,1,2,.316,.386,.493
M. Massey,4,1,2,0,0,1,0,.215,.232,.277
M. Canha,3,0,0,0,0,0,0,.270,.349,.324
C. Biggio,1,0,0,0,0,0,0,.189,.317,.245
F. Fermin,5,0,1,1,0,0,1,.260,.299,.315
K. Isbel,3,0,2,0,0,0,1,.263,.265,.421
H. Renfroe,1,0,0,0,0,0,1,.150,.216,.188
