player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,1,2,2,1,0,1,.293,.360,.494
W. Flores,3,0,0,0,0,1,1,.258,.324,.454
J. Lee,4,0,0,0,0,0,0,.276,.318,.464
M. Chapman,3,0,1,0,0,0,0,.222,.343,.407
W. Adames,2,0,0,0,0,1,0,.223,.303,.359
L. Matos,2,0,0,0,0,0,0,.161,.212,.339
M. Yastrzemski,1,0,0,0,0,0,0,.276,.379,.441
S. Huff,2,0,0,0,0,0,1,.190,.239,.286
L. Wade Jr.,1,1,1,0,0,0,0,.165,.266,.281
D. Villar,2,0,0,0,0,0,1,.200,.360,.250
P. Bailey,1,1,1,1,0,0,0,.185,.237,.252
C. Koss,2,0,0,0,0,0,1,.233,.292,.283
