player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,3,1,2,1,0,2,1,.250,.313,.333
R. Devers,5,0,2,0,0,0,1,.278,.375,.426
D. Hamilton,0,1,0,0,0,0,0,.056,.105,.056
A. Bregman,4,0,1,1,0,0,0,.288,.328,.475
T. Casas,4,0,1,0,0,0,1,.170,.235,.277
T. Story,5,0,2,1,0,0,2,.264,.291,.396
K. Campbell,3,0,0,0,0,1,0,.318,.426,.545
W. Abreu,3,0,0,0,0,1,1,.350,.480,.650
C. Rafaela,4,0,0,0,0,0,2,.205,.279,.205
C. Narvaez,2,0,0,0,0,0,1,.240,.345,.360
R. Refsnyder,1,1,0,0,0,0,0,.333,.385,.333
B. Sabol,1,1,0,0,0,0,1,.000,.000,.000
