player,ip,h,r,er,bb,k,hr,pc_st,era
C. Rodon,6.2,3,0,0,1,5,0,95-61,2.96
F. Cruz,0.1,0,0,0,0,0,0,2-0,1.42
D. Williams,0.2,1,3,3,2,2,0,21-11,10.03
L. Weaver,0.1,2,1,1,1,0,0,16-9,0.59
T. Hill,1.0,0,0,0,0,0,0,10-8,2.60
