player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,2,0,0,0,0,1,0,.364,.442,.523
J. Heyward,2,0,0,0,0,0,0,.125,.185,.167
L. Arraez,5,0,3,0,0,0,0,.313,.346,.417
M. Machado,5,1,1,1,1,0,3,.319,.360,.489
X. Bogaerts,4,1,2,1,0,0,1,.268,.367,.341
Y. Gurriel,5,1,1,1,0,0,3,.105,.150,.158
J. Cronenworth,1,0,0,0,0,1,0,.257,.409,.486
O. Gonzalez,1,0,0,0,0,0,0,.000,.000,.000
G. Sheets,1,0,0,0,0,0,0,.333,.355,.500
J. Iglesias,4,0,0,0,0,0,1,.182,.250,.182
B. Lockridge,4,0,1,0,0,0,1,.222,.300,.333
M. Maldonado,4,1,3,0,0,0,0,.353,.353,.529
