player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Ward,4,1,1,1,1,1,0,.196,.240,.283
N. Schanuel,4,0,2,0,0,1,1,.293,.383,.366
M. Trout,4,0,1,0,0,1,0,.179,.320,.436
J. Soler,3,1,1,1,1,1,1,.256,.326,.538
L. O'Hoppe,4,0,0,0,0,0,3,.324,.343,.765
Y. Moncada,1,0,0,0,0,0,1,.190,.370,.286
N. Lopez,2,0,0,0,0,0,0,.000,.000,.000
L. Rengifo,1,0,0,0,0,0,0,.243,.310,.405
K. Paris,4,2,2,2,2,0,0,.440,.533,1.120
Tim Anderson,3,0,0,0,0,1,0,.154,.185,.192
K. Newman,3,0,0,0,0,0,1,.063,.063,.063
T. d'Arnaud,1,0,0,0,0,0,1,.143,.200,.143
