player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,4,0,2,0,0,0,0,.328,.418,.373
J. Sánchez,4,0,2,0,0,0,2,.375,.444,.375
K. Stowers,2,0,0,0,0,1,0,.281,.382,.421
D. Myers,1,0,0,0,0,0,0,.323,.344,.387
M. Mervis,3,1,1,1,1,0,1,.275,.333,.725
E. Wagaman,1,1,1,0,0,0,0,.250,.327,.364
O. Lopez,3,0,1,1,0,1,0,.238,.324,.413
G. Conine,3,0,0,0,0,0,0,.302,.373,.453
J. Sanoja,1,0,0,0,0,0,1,.286,.333,.286
L. Hicks,4,0,0,0,0,0,1,.194,.268,.250
D. Hill,4,0,0,0,0,0,3,.167,.239,.286
G. Pauley,3,0,0,0,0,1,2,.191,.235,.277
