player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Wade Jr.,6,2,3,2,0,1,2,.174,.200,.478
W. Adames,7,1,3,3,0,0,2,.200,.242,.267
J. Lee,6,1,1,1,0,0,2,.250,.333,.375
M. Chapman,4,1,2,2,1,2,1,.280,.419,.520
H. Ramos,5,1,3,1,0,1,1,.323,.344,.710
M. Yastrzemski,5,0,1,0,0,1,2,.300,.391,.300
W. Flores,6,1,1,0,0,0,1,.214,.267,.643
L. Matos,0,1,0,0,0,0,0,.400,.455,.800
P. Bailey,5,1,3,1,0,0,0,.222,.333,.333
C. Koss,0,0,0,0,0,0,0,.000,.250,.000
S. Huff,1,0,0,0,0,0,0,.000,.000,.000
T. Fitzgerald,4,1,0,0,0,1,1,.190,.261,.238
