player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Grisham,4,0,0,0,0,1,3,.283,.367,.628
B. Rice,4,0,1,0,0,0,1,.254,.355,.545
O. Peraza,0,0,0,0,0,0,0,.189,.259,.358
A. Judge,4,1,2,1,1,0,2,.412,.497,.782
C. Bellinger,4,0,1,0,0,0,2,.229,.299,.389
A. Volpe,4,1,1,0,0,0,2,.240,.335,.435
J. Dominguez,4,0,1,1,0,0,0,.240,.329,.432
D. LeMahieu,3,0,1,0,0,1,0,.250,.400,.250
J.C. Escarra,2,0,0,0,0,0,0,.200,.310,.371
P. Goldschmidt,2,1,1,1,1,0,0,.346,.395,.506
J. Vivas,2,0,1,0,0,0,0,.174,.296,.217
P. Reyes,1,0,0,0,0,0,1,.160,.222,.160
A. Wells,1,0,0,0,0,0,1,.213,.276,.472
