player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,4,0,2,0,0,0,0,.282,.394,.382
J. Rodriguez,4,0,0,0,0,0,1,.228,.318,.392
C. Raleigh,1,0,0,0,0,2,1,.241,.371,.546
B. Williamson,1,0,0,0,0,0,0,.253,.279,.337
R. Arozarena,3,0,1,0,0,0,0,.237,.383,.420
L. Rivas,0,0,0,0,0,0,0,.341,.471,.366
R. Tellez,2,0,0,0,0,0,0,.200,.250,.447
D. Solano,1,0,0,0,0,0,0,.143,.155,.161
M. Garver,3,0,0,0,0,0,1,.203,.356,.271
L. Taveras,3,0,0,0,0,0,1,.214,.200,.286
M. Mastrobuoni,3,0,0,0,0,0,1,.225,.300,.268
D. Moore,3,1,1,1,1,0,2,.282,.330,.553
