player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Y. Diaz,4,0,0,0,0,1,1,.143,.178,.190
B. Lowe,5,0,1,0,0,0,3,.293,.326,.512
J. Caminero,3,1,1,1,1,0,2,.258,.294,.387
J. Caballero,2,0,1,0,0,0,1,.267,.421,.467
J. Aranda,2,1,2,0,0,1,0,.385,.452,.731
C. Mead,1,0,0,0,0,0,1,.071,.133,.143
C. Morel,4,1,1,1,0,0,2,.273,.360,.318
C. Montes,0,0,0,0,0,0,0,.000,.000,.000
K. Misner,2,0,1,1,0,1,1,.385,.414,.692
D. Jansen,4,0,0,0,0,0,0,.042,.148,.042
J. Mangum,4,0,1,0,0,0,0,.407,.429,.481
T. Walls,3,0,1,0,0,1,0,.160,.300,.160
