player,ip,h,r,er,bb,k,hr,pc_st,era
Z. Gallen,6.0,5,2,2,3,5,1,89-56,4.64
J. Beeks,1.0,1,0,0,0,1,0,17-11,0.87
J. Martinez,1.0,0,0,0,0,2,0,18-11,0.00
A.J. Puk,1.0,0,0,0,1,3,0,24-15,3.00
