player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,1,2,0,0,0,0,.328,.376,.466
N. Jones,4,0,0,0,0,0,3,.160,.284,.267
C. Santana,2,0,0,0,0,2,0,.225,.313,.324
G. Arias,0,1,0,0,0,0,0,.242,.303,.424
K. Manzardo,4,0,0,0,0,0,4,.206,.306,.490
J. Noel,3,0,0,0,0,0,1,.169,.191,.277
B. Naylor,0,1,0,0,0,1,0,.192,.286,.425
E. Clase,0,0,0,0,0,0,0,.000,.000,.000
D. Schneemann,4,2,2,5,2,0,0,.276,.344,.552
W. Wilson,2,0,0,0,0,0,2,.188,.316,.188
A. Martinez,2,0,0,0,0,0,2,.313,.318,.406
B. Rocchio,3,0,0,0,0,0,2,.185,.261,.222
A. Hedges,3,0,0,0,0,0,2,.133,.297,.333
