player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
E. White,4,0,0,0,0,0,2,.275,.333,.473
A. Verdugo,1,0,0,0,0,0,0,.247,.300,.333
A. Riley,5,0,1,0,0,0,2,.287,.332,.461
M. Ozuna,4,0,1,2,0,1,0,.270,.423,.445
M. Olson,4,0,1,0,0,0,2,.219,.344,.394
S. Murphy,3,0,0,0,0,0,1,.223,.330,.489
L. Williams,0,0,0,0,0,0,0,.000,.000,.000
O. Albies,4,0,1,0,0,0,1,.215,.269,.326
M. Harris,4,1,1,0,0,0,0,.236,.261,.364
S. Fairchild,3,2,2,1,0,1,0,.115,.148,.231
N. Allen,2,1,0,0,0,1,1,.245,.303,.282
D. Baldwin,1,0,1,0,0,0,0,.338,.390,.563
