player,ip,h,r,er,bb,k,hr,pc_st,era
R. Olson,4.2,4,4,4,2,5,1,93-57,7.71
B. Hurter,1.1,1,1,1,0,1,1,17-13,6.75
K. Maeda,2.0,2,2,2,1,3,1,29-20,9.00
