player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,6,1,2,0,0,0,2,.421,.560,.737
A. Burleson,4,0,1,0,0,0,0,.250,.294,.313
L. Baker,1,0,1,2,0,0,0,.600,.667,.800
M. Siani,0,1,0,0,0,0,0,.000,.000,.000
W. Contreras,1,0,0,0,0,0,1,.000,.000,.000
B. Donovan,4,0,0,0,0,1,0,.250,.304,.400
N. Arenado,5,0,1,1,0,0,1,.350,.435,.600
N. Gorman,4,1,1,0,0,1,1,.500,.556,1.000
J. Walker,5,1,2,2,1,0,1,.429,.529,.643
P. Pages,4,0,1,0,0,0,1,.400,.400,.800
I. Herrera,1,1,0,0,0,0,0,.364,.417,.545
V. Scott,5,1,2,1,0,0,1,.350,.364,.550
M. Winn,4,1,0,0,0,1,1,.000,.143,.000
