player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Mullins,4,1,0,0,0,1,2,.280,.422,.561
G. Henderson,5,0,1,0,0,0,1,.203,.244,.365
J. Westburg,5,0,3,1,0,0,1,.216,.266,.398
R. O'Hearn,3,1,3,1,1,0,0,.317,.386,.556
R. Mountcastle,1,0,0,0,0,0,0,.227,.275,.320
H. Kjerstad,3,0,0,0,0,0,2,.217,.262,.400
D. Carlson,1,0,0,0,0,0,1,.000,.143,.000
R. Urias,4,1,3,1,1,0,0,.340,.403,.434
J. Holliday,4,0,1,0,0,0,2,.235,.307,.368
G. Sanchez,3,0,0,0,0,0,1,.107,.161,.107
A. Rutschman,0,0,0,0,0,1,0,.205,.307,.364
R. Laureano,4,0,0,0,0,0,0,.182,.206,.485
