player,ip,h,r,er,bb,k,hr,pc_st,era
K. Hendricks,4.0,4,5,5,3,1,1,79-48,4.20
R. Detmers,2.0,1,1,1,1,0,0,30-18,2.84
M. Darrell-Hicks,1.0,0,1,1,1,1,0,19-11,22.50
G. McDaniels,1.0,1,0,0,0,1,0,23-15,5.06
