player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Wilson,4,0,0,0,0,0,1,.348,.377,.465
B. Rooker,4,1,1,0,0,0,1,.253,.315,.488
T. Soderstrom,3,0,1,0,0,0,0,.288,.349,.506
S. Brown,0,0,0,0,0,1,0,.220,.347,.341
S. Langeliers,4,0,1,0,0,0,0,.248,.306,.466
M. Andujar,3,0,1,1,0,0,0,.306,.336,.407
M. Schuemann,1,0,0,0,0,0,0,.235,.278,.353
N. Kurtz,3,0,0,0,0,0,1,.269,.322,.327
J. Pereda,1,0,0,0,0,0,1,.194,.265,.226
L. Urias,3,0,1,0,0,1,0,.259,.347,.481
J. Bleday,4,1,1,1,1,0,0,.216,.313,.388
G. Urshela,2,0,1,0,0,1,0,.233,.281,.356
