player,ip,h,r,er,bb,k,hr,pc_st,era
M. Boyd,5.0,4,0,0,3,5,0,92-60,0.00
N. Pearson,1.1,3,2,2,2,0,0,31-17,13.50
C. Thielbar,0.2,0,2,2,3,1,0,20-6,6.75
E. Morgan,0.2,6,6,6,1,0,1,21-15,14.73
C. Rea,0.1,1,0,0,0,0,0,4-3,0.00
