player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,4,2,1,0,0,0,0,.317,.385,.540
T. Wade,2,0,0,0,0,0,2,.280,.390,.340
L. Arraez,6,2,3,0,0,0,0,.290,.333,.411
M. Machado,4,2,3,1,0,0,1,.319,.379,.478
B. Lockridge,1,1,1,0,0,0,0,.233,.283,.326
J. Merrill,5,1,3,2,0,0,1,.420,.455,.740
X. Bogaerts,2,0,0,1,0,1,0,.242,.329,.336
J. Iglesias,1,0,0,0,0,0,0,.222,.278,.267
J. Cronenworth,3,2,1,1,0,2,1,.263,.429,.474
G. Sheets,5,1,2,4,0,0,1,.284,.345,.461
J. Heyward,5,1,1,1,0,0,0,.194,.243,.274
M. Maldonado,4,1,1,2,1,1,1,.207,.233,.328
