player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. India,3,1,1,0,0,1,0,.273,.429,.273
M. Melendez,0,0,0,0,0,0,0,.000,.000,.000
B. Witt Jr.,4,0,1,1,0,1,2,.231,.286,.308
V. Pasquantino,2,0,1,0,0,1,0,.333,.500,1.000
S. Perez,4,0,0,0,0,0,1,.250,.250,.250
M. Massey,4,0,0,0,0,0,2,.182,.167,.182
H. Renfroe,3,0,1,1,0,1,0,.143,.250,.286
M. Garcia,4,0,1,0,0,0,1,.400,.400,.800
F. Fermin,4,0,0,0,0,0,0,.000,.000,.000
K. Isbel,2,0,0,0,0,0,0,.250,.250,.375
D. Blanco,1,1,0,0,0,0,0,.000,.000,.000
C. Biggio,1,0,0,0,0,0,0,.167,.286,.167
