player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Ibanez,5,0,0,0,0,0,1,.000,.000,.000
G. Torres,5,1,2,0,0,0,0,.400,.400,.400
R. Greene,5,0,1,0,0,0,3,.200,.200,.200
S. Torkelson,1,2,1,1,1,4,0,1.000,1.000,4.000
M. Margot,3,0,2,1,0,0,1,.667,.500,.667
T. Sweeney,1,0,0,0,0,0,1,.000,.000,.000
C. Keith,5,0,0,0,0,0,1,.000,.000,.000
J. Baez,2,0,0,0,0,0,0,.000,.000,.000
Z. McKinstry,1,1,1,0,0,1,0,1.000,1.000,3.000
J. Rogers,3,0,1,0,0,1,1,.333,.500,.333
R. Kreidler,2,0,1,0,0,0,1,.500,.500,.500
K. Carpenter,1,0,0,1,0,0,0,.000,.000,.000
