player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,0,0,0,0,0,1,.325,.384,.450
D. Schneemann,4,1,1,0,0,0,1,.261,.337,.489
J. Ramirez,3,2,1,3,1,1,0,.295,.363,.510
K. Manzardo,3,1,1,1,1,0,1,.221,.314,.504
C. Santana,0,0,0,0,0,1,0,.220,.331,.326
G. Arias,4,0,1,0,0,0,2,.263,.313,.409
N. Jones,4,0,2,1,0,0,0,.167,.279,.292
J. Noel,3,0,0,0,0,0,3,.154,.183,.256
W. Brennan,1,0,0,0,0,0,0,.000,.167,.000
A. Martinez,3,0,0,0,0,1,0,.295,.327,.400
A. Hedges,3,1,1,0,0,0,1,.150,.277,.375
B. Naylor,1,0,0,0,0,0,0,.184,.289,.367
