player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,4,2,2,1,1,1,0,.307,.411,.644
M. Betts,5,1,1,2,0,0,0,.265,.341,.426
F. Freeman,4,1,1,0,0,1,3,.362,.430,.698
W. Smith,2,0,0,0,0,3,0,.324,.435,.477
M. Muncy,5,1,1,3,1,0,1,.191,.310,.305
A. Pages,4,1,3,1,1,1,1,.291,.348,.486
M. Conforto,4,1,1,0,0,0,1,.175,.302,.286
C. Taylor,0,0,0,0,0,0,0,.219,.219,.281
J. Outman,2,0,0,0,0,0,1,.059,.158,.235
E. Hernández,2,1,1,0,0,0,0,.222,.268,.444
H. Kim,2,1,2,1,1,0,0,.360,.360,.480
M. Rojas,1,0,1,1,0,0,0,.262,.286,.361
