player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,3,0,0,0,0,1,1,.261,.292,.522
W. Adames,4,0,0,0,0,0,3,.200,.245,.244
J. Lee,4,0,0,0,0,0,0,.300,.349,.450
M. Chapman,4,0,0,0,0,0,0,.231,.362,.436
W. Flores,4,0,0,0,0,0,0,.225,.262,.525
L. Matos,3,0,0,0,0,0,0,.294,.333,.529
C. Schmitt,3,0,2,0,0,0,1,.222,.300,.333
T. Fitzgerald,1,0,0,0,0,0,0,.179,.233,.214
L. Wade Jr.,1,0,0,0,0,0,0,.114,.158,.314
S. Huff,3,0,2,0,0,0,0,.154,.154,.154
C. Koss,0,0,0,0,0,0,0,.000,.143,.000
P. Bailey,0,0,0,0,0,0,0,.148,.233,.222
