player,ip,h,r,er,bb,k,hr,pc_st,era
O. Bido,1.2,5,6,6,2,2,1,49-29,5.82
J. Alexander,2.1,7,9,9,4,1,3,75-39,18.00
M. Spence,3.0,2,1,1,1,2,1,36-26,4.88
J. Pereda,1.0,4,3,3,1,1,0,32-17,21.00
