player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Altuve,6,2,2,2,0,0,0,.359,.390,.513
I. Paredes,6,1,4,2,0,0,1,.242,.375,.273
Y. Alvarez,4,1,2,3,1,0,0,.182,.256,.303
C. Walker,5,0,2,0,0,0,2,.194,.216,.306
M. Dubon,0,0,0,0,0,0,0,.111,.200,.222
J. Pena,4,0,0,0,0,0,1,.161,.257,.355
Y. Diaz,5,0,0,0,0,0,1,.077,.143,.077
B. Rodgers,5,2,2,0,0,0,3,.333,.407,.417
Z. Dezenzo,2,1,0,0,0,1,0,.111,.200,.111
V. Caratini,1,0,0,0,0,0,0,.333,.333,.444
C. McCormick,0,0,0,0,0,0,0,.250,.400,.250
J. Meyers,2,2,1,0,0,3,1,.250,.368,.375
