player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,3,0,0,0,0,0,2,.251,.299,.377
D. Hamilton,2,0,2,0,0,0,0,.180,.212,.260
R. Devers,1,0,1,0,0,2,0,.285,.407,.494
C. Narvaez,2,0,0,0,0,0,0,.242,.299,.424
A. Bregman,1,0,0,0,0,2,0,.309,.388,.564
N. Sogard,1,0,0,0,0,0,1,.111,.200,.111
K. Campbell,4,0,0,0,0,0,2,.256,.346,.406
W. Abreu,4,1,1,1,1,0,0,.279,.377,.564
T. Story,3,0,0,0,0,0,2,.239,.283,.362
A. Toro,4,1,1,1,1,0,1,.167,.167,.333
C. Wong,3,0,0,0,0,1,1,.146,.239,.146
C. Rafaela,4,0,1,0,0,0,0,.242,.295,.367
