player,ip,h,r,er,bb,k,hr,pc_st,era
J. Leiter,5.0,5,1,1,1,4,0,82-49,1.80
S. Armstrong,1.0,1,0,0,0,2,0,14-11,0.00
M. Church,0.1,1,0,0,1,0,0,11-5,0.00
H. Milner,0.2,1,0,0,0,1,0,13-9,0.00
J. Webb,1.0,0,0,0,0,0,0,15-11,0.00
L. Jackson,1.0,0,0,0,0,0,0,9-7,20.25
