player,ip,h,r,er,bb,k,hr,pc_st,era
A. Smith-Shawver,6.0,2,1,0,2,6,0,86-58,2.33
P. Johnson,1.0,0,0,0,1,0,0,15-10,2.16
D. Lee,1.0,3,1,1,0,0,1,13-8,2.41
R. Iglesias,1.0,1,0,0,0,0,0,10-7,5.71
