player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Holliday,5,1,1,0,0,0,2,.250,.318,.383
R. Mountcastle,5,1,1,0,0,0,1,.234,.272,.343
G. Henderson,5,0,2,1,0,0,0,.275,.320,.493
R. O'Hearn,4,1,1,0,0,0,1,.287,.374,.519
R. Laureano,3,1,1,0,0,1,1,.197,.262,.461
C. Mullins,4,1,2,4,1,0,1,.230,.335,.446
H. Kjerstad,2,1,1,1,1,1,0,.212,.262,.364
T. O'Neill,1,0,0,0,0,0,0,.197,.292,.342
E. Rivera,4,0,2,0,0,0,0,.367,.406,.433
J. Mateo,0,0,0,0,0,0,0,.133,.161,.200
M. Handley,3,0,0,0,0,0,1,.083,.143,.083
A. Rutschman,1,0,0,0,0,0,0,.197,.295,.328
