player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,2,1,1,0,0,3,1,.290,.392,.533
M. Betts,5,0,1,1,0,0,1,.230,.328,.380
F. Freeman,3,1,1,1,0,2,1,.286,.370,.556
T. Hernández,5,1,1,2,1,0,2,.274,.291,.585
W. Smith,4,0,1,0,0,1,1,.310,.420,.493
M. Conforto,5,1,0,0,0,0,1,.169,.303,.289
A. Pages,4,2,1,0,0,1,1,.276,.357,.494
M. Muncy,4,1,2,0,0,0,0,.188,.300,.247
C. Taylor,0,0,0,0,0,0,0,.286,.286,.286
E. Hernández,0,0,0,0,0,0,0,.155,.219,.431
M. Rojas,3,0,3,1,0,0,0,.244,.262,.268
T. Edman,2,0,1,2,0,0,0,.248,.288,.514
