player,ip,h,r,er,bb,k,hr,pc_st,era
M. Meyer,5.2,5,2,1,1,7,1,93-60,1.59
X. Curry,1.1,0,0,0,1,1,0,18-8,0.00
C. Faucher,1.0,0,0,0,2,0,0,20-8,0.00
A. Bender,1.0,0,0,0,1,1,0,13-7,0.00
