player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Verdugo,5,0,0,0,0,0,1,.000,.000,.000
A. Riley,4,0,0,0,0,0,2,.269,.305,.513
M. Ozuna,3,1,0,0,0,1,1,.288,.464,.500
M. Olson,3,1,1,0,0,1,1,.209,.346,.343
O. Albies,3,1,2,1,0,1,0,.257,.329,.459
S. Murphy,3,0,1,0,0,1,1,.219,.342,.594
E. White,0,1,0,0,0,0,0,.235,.350,.294
O. Arcia,0,0,0,0,0,0,0,.222,.250,.259
M. Harris,4,1,2,2,0,0,0,.197,.224,.310
N. Allen,3,0,0,0,0,0,2,.282,.317,.333
D. Baldwin,1,0,1,2,0,0,0,.237,.310,.368
J. Kelenic,2,1,1,1,1,0,0,.163,.250,.326
S. Fairchild,2,0,0,0,0,0,1,.056,.056,.167
