player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Turner,6,0,1,0,0,0,2,.297,.371,.367
B. Harper,5,2,2,1,1,1,2,.234,.364,.422
K. Schwarber,5,1,1,1,1,1,2,.242,.397,.558
N. Castellanos,5,0,2,0,0,0,2,.276,.326,.417
B. Marsh,0,1,0,0,0,0,0,.130,.241,.217
J.T. Realmuto,5,0,2,1,0,0,0,.248,.311,.394
A. Bohm,4,1,2,1,0,1,2,.228,.267,.283
E. Sosa,1,2,0,0,0,2,0,.350,.400,.450
B. Stott,2,1,1,0,0,0,0,.276,.346,.397
W. Wilson,5,1,2,3,1,0,2,.333,.333,.667
J. Rojas,3,0,1,1,0,0,2,.302,.343,.413
M. Kepler,1,0,0,1,0,0,0,.262,.339,.467
