player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Frazier,4,0,0,0,0,0,0,.167,.214,.167
B. Reynolds,4,0,1,0,0,0,2,.222,.300,.278
T. Pham,4,0,1,0,0,0,1,.154,.267,.231
A. McCutchen,3,1,1,1,1,1,2,.182,.308,.545
J. Bae,0,0,0,0,0,0,0,.000,.000,.000
J. Suwinski,3,0,1,0,0,1,1,.250,.400,.375
E. Rodriguez,2,1,0,0,0,2,0,.000,.308,.000
J. Triolo,3,0,0,0,0,0,1,.000,.000,.000
O. Cruz,1,0,0,0,0,0,1,.182,.471,.455
K. Hayes,0,0,0,0,0,0,0,.154,.154,.154
E. Valdez,3,0,0,0,0,1,0,.000,.250,.000
I. Kiner-Falefa,3,0,1,1,0,0,1,.333,.500,.333
