player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
E. Julien,1,3,0,1,0,4,1,.222,.305,.333
B. Buxton,3,2,2,3,1,0,1,.239,.273,.522
D. Keirsey Jr.,1,0,0,0,0,0,1,.091,.091,.091
L. Keaschall,0,0,0,0,0,0,0,.368,.538,.526
M. Gasper,3,2,2,2,0,0,0,.190,.346,.238
T. Larnach,4,1,2,4,1,1,1,.224,.330,.388
C. Correa,2,0,1,1,0,1,0,.174,.234,.279
J. Bride,0,0,0,0,0,0,0,.333,.333,.333
R. Jeffers,4,0,0,0,0,0,0,.238,.324,.317
T. France,3,1,0,0,0,1,1,.225,.324,.326
B. Lee,4,1,1,0,0,0,0,.250,.351,.344
H. Bader,3,1,0,0,0,1,1,.215,.311,.369
