player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,5,0,0,0,0,1,0,.271,.386,.417
W. Contreras,6,1,1,0,0,0,1,.102,.170,.143
B. Donovan,5,0,1,0,0,0,1,.375,.415,.563
N. Arenado,4,0,0,0,0,1,0,.310,.420,.452
A. Burleson,4,0,1,0,0,0,0,.275,.310,.350
M. Siani,0,0,0,0,0,0,0,.125,.222,.125
J. Walker,1,0,1,1,0,0,0,.282,.378,.359
P. Pages,5,0,1,0,0,0,2,.286,.286,.500
V. Scott,5,0,1,0,0,0,2,.286,.354,.452
T. Saggese,3,0,1,0,0,0,1,.455,.417,.727
L. Baker,2,0,0,0,0,0,1,.308,.438,.385
M. Winn,4,0,0,0,0,1,2,.222,.314,.289
