player,ip,h,r,er,bb,k,hr,pc_st,era
J. Kochanowicz,6.0,4,2,2,0,4,1,64-47,3.00
R. Zeferjahn,0.1,1,0,0,1,1,0,11-7,0.00
B. Joyce,0.2,0,0,0,0,0,0,9-5,0.00
B. Burke,1.0,1,0,0,0,1,0,16-11,0.00
K. Jansen,1.0,1,0,0,1,0,0,12-5,0.00
