player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Bichette,4,0,0,1,0,0,0,.291,.344,.364
V. Guerrero Jr.,5,1,3,0,0,0,0,.288,.367,.346
A. Santander,4,0,1,0,0,0,1,.184,.298,.204
A. Gimenez,3,0,2,0,0,1,1,.250,.370,.500
W. Wagner,2,0,0,1,0,1,0,.267,.353,.333
G. Springer,1,0,0,0,0,0,0,.447,.512,.711
J. Hoffman,0,0,0,0,0,0,0,.000,.000,.000
N. Sandlin,0,0,0,0,0,0,0,.000,.000,.000
A. Kirk,4,0,0,0,0,0,1,.250,.244,.275
A. Roden,4,0,0,0,0,0,0,.212,.308,.273
E. Clement,4,1,0,0,0,0,1,.107,.212,.143
N. Lukes,4,0,0,0,0,0,0,.167,.250,.167
