player,ip,h,r,er,bb,k,hr,pc_st,era
T. Glasnow,5.0,2,0,0,3,8,0,79-48,0.00
J. Dreyer,1.0,0,0,0,1,1,0,16-8,2.70
A. Vesia,1.0,0,0,0,0,1,0,9-8,2.25
T. Scott,1.0,1,1,1,0,2,1,15-9,6.75
L. Garcia,1.0,1,0,0,0,2,0,21-14,5.40
