player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Stott,4,2,2,3,1,0,0,.277,.340,.415
T. Turner,5,0,2,1,0,0,0,.310,.376,.401
B. Harper,4,0,0,1,0,0,1,.236,.357,.414
K. Schwarber,4,0,1,0,0,0,0,.263,.406,.571
J. Rojas,1,1,0,0,0,0,0,.299,.338,.403
N. Castellanos,3,0,0,0,0,1,1,.279,.329,.436
W. Wilson,0,0,0,0,0,0,0,.300,.300,.600
M. Kepler,3,0,0,1,0,1,0,.246,.333,.432
J.T. Realmuto,3,0,1,0,0,1,1,.237,.313,.373
A. Bohm,4,1,1,0,0,0,1,.237,.272,.309
E. Sosa,0,1,0,0,0,0,0,.341,.391,.439
B. Marsh,4,2,2,1,0,0,1,.170,.274,.264
