player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
K. Carpenter,6,1,4,5,1,0,1,.295,.316,.554
G. Torres,2,0,0,0,0,0,0,.291,.361,.465
A. Ibanez,1,0,0,0,0,1,0,.240,.333,.380
Z. McKinstry,4,0,0,0,0,0,2,.291,.375,.427
J. Jung,2,0,0,0,0,0,0,.100,.270,.100
R. Greene,4,0,1,0,0,0,1,.274,.319,.489
J. Malloy,1,0,0,0,0,0,1,.172,.342,.276
S. Torkelson,4,2,1,0,0,1,1,.234,.349,.540
C. Keith,3,3,2,2,1,2,1,.190,.340,.321
J. Baez,4,4,2,0,0,0,0,.309,.350,.479
T. Sweeney,5,2,4,6,1,0,0,.234,.317,.355
T. Nido,5,1,2,0,0,0,1,.360,.385,.360
