player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,3,1,2,1,0,1,0,.279,.405,.410
M. Siani,1,0,1,0,0,0,0,.222,.300,.222
L. Baker,5,0,1,0,0,0,1,.261,.346,.348
W. Contreras,4,1,1,1,0,0,0,.164,.215,.262
A. Burleson,1,0,0,0,0,0,0,.255,.314,.319
N. Arenado,4,2,3,2,1,0,0,.316,.409,.526
T. Saggese,0,0,0,0,0,0,0,.471,.444,.647
B. Donovan,4,2,4,1,0,0,0,.391,.420,.563
J. Walker,4,1,1,0,0,0,2,.273,.344,.400
N. Gorman,3,0,0,1,0,0,2,.333,.389,.667
P. Pages,4,1,1,2,0,0,1,.289,.308,.474
V. Scott,3,0,0,0,0,1,2,.259,.328,.389
