player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
E. Valdez,3,0,0,0,0,1,0,.150,.227,.300
B. Reynolds,4,0,1,0,0,0,1,.200,.279,.364
J. Bart,1,0,0,0,0,0,0,.275,.370,.425
T. Cheng,2,0,0,0,0,0,1,.000,.000,.000
A. McCutchen,1,0,0,0,0,0,0,.258,.324,.419
A. Canario,0,0,0,0,0,0,0,.071,.133,.071
E. Rodriguez,4,0,1,0,0,0,2,.205,.279,.282
K. Hayes,2,0,0,0,0,2,1,.229,.327,.354
J. Suwinski,3,1,0,0,0,1,1,.107,.265,.143
T. Pham,3,1,1,1,0,0,0,.140,.255,.186
A. Frazier,3,1,1,2,1,0,0,.171,.222,.244
I. Kiner-Falefa,3,0,0,0,0,0,2,.279,.367,.302
