player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
G. Henderson,4,0,0,0,0,0,2,.138,.167,.172
A. Rutschman,4,1,1,1,1,0,0,.265,.357,.469
R. O'Hearn,2,1,0,0,0,1,0,.265,.359,.441
R. Urias,1,0,1,0,0,0,0,.343,.410,.371
J. Mateo,0,0,0,0,0,0,0,.000,.000,.000
J. Westburg,4,1,0,0,0,0,2,.234,.308,.426
C. Mullins,2,1,1,2,0,1,0,.295,.415,.591
T. O'Neill,2,0,0,0,0,0,0,.300,.383,.500
H. Kjerstad,3,1,1,2,1,0,0,.219,.235,.344
R. Laureano,0,0,0,0,0,0,0,.111,.200,.111
R. Mountcastle,3,0,0,0,0,0,1,.250,.283,.295
J. Holliday,3,0,0,0,0,0,1,.233,.250,.372
