player,ip,h,r,er,bb,k,hr,pc_st,era
A. Nola,5.1,6,5,5,0,8,2,95-61,8.44
J. Ruiz,0.2,1,0,0,0,2,0,11-9,5.40
M. Strahm,1.0,1,0,0,0,1,0,12-10,0.00
T. Banks,1.0,1,0,0,0,0,0,14-10,0.00
