player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Butler,4,0,0,0,0,0,1,.133,.278,.200
B. Rooker,4,0,0,0,0,0,1,.222,.222,.389
J. Bleday,4,0,1,0,0,0,0,.200,.294,.267
M. Andujar,3,0,0,0,0,1,2,.182,.308,.182
T. Soderstrom,3,1,2,1,1,1,0,.467,.500,1.133
J. Wilson,4,0,1,0,0,0,0,.267,.267,.267
M. Muncy,0,0,0,0,0,0,0,.167,.167,.417
G. Urshela,3,0,0,0,0,0,1,.100,.100,.100
J. Pereda,3,0,0,0,0,0,2,.000,.000,.000
M. Schuemann,2,0,0,0,0,0,1,.000,.000,.000
S. Brown,0,0,0,0,0,1,0,.000,.600,.000
L. Urias,0,0,0,0,0,0,0,.250,.250,1.000
