player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Doyle,4,0,0,0,0,0,1,.215,.264,.338
J. Beck,4,1,1,0,0,0,0,.264,.325,.528
R. McMahon,3,0,1,0,0,1,1,.214,.339,.400
H. Goodman,4,0,2,1,0,0,1,.299,.354,.497
M. Toglia,4,0,1,0,0,0,3,.207,.273,.359
M. Moniak,2,0,0,0,0,0,0,.219,.274,.404
S. Bouchard,2,0,0,0,0,0,1,.159,.243,.238
N. Martini,1,0,0,0,0,1,0,.253,.330,.291
O. Miller,2,0,0,0,0,0,1,.154,.267,.154
A. Amador,2,0,0,0,0,1,0,.140,.222,.263
A. Trejo,2,0,0,0,0,0,0,.175,.190,.225
K. Farmer,1,0,0,0,0,0,0,.236,.274,.327
