player,ip,h,r,er,bb,k,hr,pc_st,era
O. Bido,5.1,5,1,1,2,1,1,90-58,4.31
T.J. McFarland,0.2,1,0,0,0,0,0,8-4,8.10
J. Sterner,1.0,1,0,0,1,1,0,25-17,0.00
T. Ferguson,1.0,0,0,0,1,0,0,6-2,0.71
M. Miller,1.0,0,0,0,0,3,0,11-10,1.80
G. Holman,1.0,2,1,0,0,0,0,10-6,0.00
