player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Abrams,5,0,0,0,0,0,2,.305,.366,.527
A. Call,4,0,0,0,0,0,1,.281,.385,.360
J. Wood,4,1,2,2,1,0,2,.273,.366,.540
K. Ruiz,3,0,0,0,0,0,0,.279,.329,.361
N. Lowe,4,1,1,1,1,0,2,.227,.304,.407
D. Crews,2,0,0,0,0,2,2,.187,.252,.313
J. Tena,2,1,0,0,0,2,1,.228,.299,.329
J. Young,2,0,1,0,0,0,1,.215,.300,.252
L. Garcia Jr.,2,0,0,0,0,0,1,.222,.276,.333
N. Nunez,3,1,1,1,0,1,1,.182,.270,.212
