player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,4,1,1,0,0,1,0,.311,.405,.668
M. Betts,5,0,1,0,0,0,0,.261,.347,.438
F. Freeman,4,1,2,0,0,1,0,.371,.431,.671
W. Smith,3,0,1,2,0,1,1,.339,.455,.508
M. Muncy,3,0,1,1,0,1,1,.208,.328,.336
A. Pages,4,0,0,0,0,0,1,.274,.326,.482
M. Conforto,3,0,0,0,0,0,1,.164,.299,.267
M. Rojas,0,0,0,0,0,0,0,.254,.274,.338
T. Hernández,0,0,0,0,0,1,0,.306,.329,.582
E. Hernández,4,1,0,0,0,0,2,.220,.295,.450
H. Kim,2,0,0,0,0,0,1,.378,.410,.486
T. Edman,2,1,1,1,0,0,0,.248,.288,.504
