player,ip,h,r,er,bb,k,hr,pc_st,era
J. Flaherty,5.2,5,2,2,1,6,1,90-61,4.44
B. Hanifee,1.1,2,1,1,0,1,0,30-17,2.01
T. Kahnle,1.0,1,1,1,0,2,1,16-10,1.53
B. Brieske,1.0,2,0,0,0,0,0,18-13,6.59
